nombre_evento,url_evento,codigo_postal,direccion,horario,organizacion,fecha_inicio,fecha_fin,hora_fecha_inicio,hora_fecha_fin
Salida Cultural. Centro Cultural Coreano,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e15864926f415910VgnVCM1000001d4a900aRCRD,28041,CALLE LOS BOHEMIOS 1,10:00,Centro Sociocultural Bohemios (Villaverde),2025-03-13,2025-03-13,10:00:00.0,23:59:00.0
Salud financiera.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d12fa7acf152910VgnVCM1000001d4a900aRCRD,28032,AVENIDA REAL 14,11:00,Espacio de Igualdad Gloria Fuertes. Vicálvaro,2025-02-03,2025-02-24,11:00:00.0,23:59:00.0
Salud sexual y autocuidado: un espacio seguro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1191b4e35c6b4910VgnVCM2000001f4a900aRCRD,28022,PLAZA EURIPIDES 1,10:30,Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas,2025-02-27,2025-02-27,10:30:00.0,23:59:00.0
Salve amicis aqua pigmenta et acquarello,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b2c66c5a1915910VgnVCM2000001f4a900aRCRD,28037,CALLE SAN ROMAN DEL VALLE 8,,Centro Cultural Antonio Machado (San Blas - Canillejas),2025-03-03,2025-03-30,00:00:00.0,23:59:00.0
San Cristóbal de los Ángeles. Concurso de Disfraces y Baile con Orquesta,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e752e655eaf4910VgnVCM1000001d4a900aRCRD,,,21:30,,2025-03-01,2025-03-01,21:30:00.0,23:59:00.0
San Cristóbal de los Ángeles. Pasacalles Entierro de la Sardina,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=20a8be426bef4910VgnVCM1000001d4a900aRCRD,,,17:30,,2025-03-05,2025-03-05,17:30:00.0,23:59:00.0
San Cristóbal de los Ángeles. Pasacalles Infantil,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=355537a0a2af4910VgnVCM2000001f4a900aRCRD,,,17:00,,2025-02-27,2025-02-27,17:00:00.0,23:59:00.0
Sanando y aceptándonos en colectividad,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=31bcb1ed8d964910VgnVCM2000001f4a900aRCRD,28022,PLAZA EURIPIDES 1,18:30,Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas,2025-01-13,2025-03-31,18:30:00.0,23:59:00.0
Seamos francas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=28b436c13e315910VgnVCM1000001d4a900aRCRD,,,19:00,Centro Cultural Zazuar (Villa de Vallecas),2025-03-07,2025-03-07,19:00:00.0,23:59:00.0
Senda botánica por Pradolongo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa0173d595325910VgnVCM2000001f4a900aRCRD,28026,CALLE DOCTOR TOLOSA LATOUR 16,11:00,Centro de Educación Ambiental y Cultural Maris Stella (Usera),2025-03-22,2025-03-22,11:00:00.0,23:59:00.0
Senda Descubre la vida silvestre del parque de Pradolongo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=26378061b6e15910VgnVCM2000001f4a900aRCRD,28026,CALLE DOCTOR TOLOSA LATOUR 16,10:00,Centro de Educación Ambiental y Cultural Maris Stella (Usera),2025-03-01,2025-03-01,10:00:00.0,23:59:00.0
Senda ornitológica por el Parque de Pradolongo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f85f73d595325910VgnVCM2000001f4a900aRCRD,28026,CALLE DOCTOR TOLOSA LATOUR 16,11:00,Centro de Educación Ambiental y Cultural Maris Stella (Usera),2025-03-15,2025-03-15,11:00:00.0,23:59:00.0
Senderismo al invernadero de Arganzuela,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c430feb643f3910VgnVCM1000001d4a900aRCRD,28011,PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO) ,10:00,Centro de Información y Educación Ambiental de Casa de Campo,2025-03-02,2025-03-02,10:00:00.0,23:59:00.0
"Senderismo urbano. Emilia Pardo Bazán: mujer en la cultura, reto y naturaleza.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2660c9a484315910VgnVCM1000001d4a900aRCRD,,,11:00,Centro de Información y Educación Ambiental de Dehesa de la Villa,2025-03-01,2025-03-01,11:00:00.0,23:59:00.0
"Señora Doubtfire, papá de por vida",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c304470347225910VgnVCM2000001f4a900aRCRD,28020,CALLE BRAVO MURILLO 251,12:00,Centro Sociocultural Tetuán,2025-03-15,2025-03-15,12:00:00.0,23:59:00.0
Señora Valentina: cartas de amor propio,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b94c878af66b4910VgnVCM2000001f4a900aRCRD,28015,CALLE ANDRES MELLADO 44,10:30,Espacio de Igualdad María Zambrano. Chamberí,2025-02-27,2025-02-27,10:30:00.0,23:59:00.0
Señoras que hablamos de sexualidad,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8ffd948aceca4910VgnVCM1000001d4a900aRCRD,28019,CALLE COMANDANTE FONTANES 8,18:00,Espacio de Igualdad Lourdes Hernández. Carabanchel,2025-02-27,2025-02-27,18:00:00.0,23:59:00.0
Sergio Reyes: 'Magia con acento',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=45b1100bb55d4910VgnVCM2000001f4a900aRCRD,28042,CALLE BOTICA 7,19:00,Centro Cultural - Centro Socio Cultural Villa de Barajas,2025-02-28,2025-02-28,19:00:00.0,23:59:00.0
"Sesión conjunta. Mujeres, hombres y viceversa: responsabilidad afectiva en la pareja",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8306b5fb3abb4910VgnVCM2000001f4a900aRCRD,28021,CALLE MARIA MARTINEZ OVIOL 12,17:30,Espacio de Igualdad Clara Campoamor. Villaverde,2025-02-28,2025-02-28,17:30:00.0,23:59:00.0
Sesión de cortometrajes de Alain Resnais,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=426464926f415910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:00,Cineteca Madrid,2025-03-27,2025-03-27,20:00:00.0,23:59:00.0
Sesión de cortometrajes de Don Hertzfeldt,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=13d4b6a7be294910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:00,Cineteca Madrid,2025-02-27,2025-02-27,20:00:00.0,23:59:00.0
Sexualidad y autoconocimiento,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa9d948aceca4910VgnVCM1000001d4a900aRCRD,28021,CALLE MARIA MARTINEZ OVIOL 12,17:30,Espacio de Igualdad Clara Campoamor. Villaverde,2025-02-18,2025-02-25,17:30:00.0,23:59:00.0
"Sexualidad, deseo y menopausia",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f38b948aceca4910VgnVCM1000001d4a900aRCRD,28007,CALLE ARREGUI Y ARUEJ 31,17:00,Espacio de Igualdad Elena Arnedo Soriano. Retiro,2025-02-24,2025-02-24,17:00:00.0,23:59:00.0
Shatter Belt,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e9c4b6a7be294910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:00,Cineteca Madrid,2025-02-26,2025-02-26,20:00:00.0,23:59:00.0
"Siéntate, tenemos que hablar",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf4eb0f8cebe1910VgnVCM1000001d4a900aRCRD,28001,PLAZA COLON 4,,Fernán Gómez Centro Cultural de la Villa,2025-04-15,2025-05-11,00:00:00.0,23:59:00.0
Siete notas infinitas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4553bbfeae15910VgnVCM2000001f4a900aRCRD,28039,CALLE ALMANSA 9,19:00,Centro Sociocultural José de Espronceda (Tetuán),2025-03-28,2025-03-28,19:00:00.0,23:59:00.0
Sinfonía en clave de MAC. Obras maestras del Museo de Arte Contemporáneo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a193a1fda6773910VgnVCM2000001f4a900aRCRD,28015,CALLE CONDE DUQUE 9,12:00,Museo de Arte Contemporáneo de Madrid,2024-12-05,2025-06-01,12:00:00.0,23:59:00.0
SMASHED2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=948d040e7c784910VgnVCM1000001d4a900aRCRD,28012,RONDA ATOCHA 35,19:00,Teatro Circo Price,2025-03-15,2025-03-15,19:00:00.0,23:59:00.0
Sobreviure a l'incendi: El documental de ZOO,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=becf119345225910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,Cineteca Madrid,2025-03-01,2025-03-04,00:00:00.0,23:59:00.0
Sombras de tinta,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=25409cf356325910VgnVCM1000001d4a900aRCRD,28039,CALLE FRANCOS RODRIGUEZ 67,,Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán),2025-02-21,2025-03-21,00:00:00.0,23:59:00.0
Sonatta - Vicalvaro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d00a8dca45bb4910VgnVCM1000001d4a900aRCRD,28032,BULEVAR INDALECIO PRIETO 21,12:00,Centro Cultural Valdebernardo (Vicálvaro),2025-04-06,2025-04-06,12:00:00.0,23:59:00.0
Sostenibilidad y arquitectura. Itinerario por el área de las 5 torres y parque Caleido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=37ca09340f270910VgnVCM1000001d4a900aRCRD,,,10:00,,2025-03-21,2025-03-21,10:00:00.0,23:59:00.0
Spring Dances,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f03b249a0915910VgnVCM2000001f4a900aRCRD,28037,CALLE SAN ROMAN DEL VALLE 8,19:00,Centro Cultural Antonio Machado (San Blas - Canillejas),2025-03-14,2025-03-14,19:00:00.0,23:59:00.0
Street photography,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce01ec7bdcf54910VgnVCM1000001d4a900aRCRD,28022,AVENIDA SEPTIMA 11,,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),2025-02-02,2025-02-28,00:00:00.0,23:59:00.0
Sueño de una noche de verano,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=35dbc08889415910VgnVCM2000001f4a900aRCRD,,,19:00,Centro Cultural Zazuar (Villa de Vallecas),2025-03-14,2025-03-14,19:00:00.0,23:59:00.0
Sunda Arc,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=92e602a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,20:30,Centro de Cultura Contemporánea Conde Duque,2025-03-07,2025-03-07,20:30:00.0,23:59:00.0
"Superheroínas del Cómic, del Manga y del Anime",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=67dec109a5305910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,Matadero Madrid,2025-03-15,2025-03-15,00:00:00.0,23:59:00.0
Ta Acorda Ba Tu El Filipinas?,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e02f577981ff4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:30,Cineteca Madrid,2025-03-04,2025-03-04,20:30:00.0,23:59:00.0
Taller de ajedrez avanzado (Infantil-juvenil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e7958cef3391910VgnVCM2000001f4a900aRCRD,28041,PLAZA PUEBLO 2,19:00,Biblioteca Pública Municipal Gabriel García Márquez (Usera),2024-10-02,2025-06-11,19:00:00.0,23:59:00.0
Taller de ajedrez (Avanzado),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=70bded4a8e291910VgnVCM1000001d4a900aRCRD,28022,CALLE BOLTAÑA 23,12:00,Biblioteca Pública Municipal Canillejas (San Blas-Canillejas),2024-09-27,2025-06-13,12:00:00.0,23:59:00.0
Taller de ajedrez (Avanzado),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5839c187df291910VgnVCM1000001d4a900aRCRD,28041,AVENIDA SAN FERMIN 10,19:00,Biblioteca Pública Municipal San Fermín (Usera),2024-09-30,2025-06-23,19:00:00.0,23:59:00.0
Taller de ajedrez (avanzado),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2a05eb6d989d3910VgnVCM1000001d4a900aRCRD,28025,CALLE GENERAL RICARDOS 252,18:30,Biblioteca Pública Municipal La Chata (Carabanchel),2024-10-01,2025-06-10,18:30:00.0,23:59:00.0
Taller de ajedrez (Iniciación),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a9a9ed4a8e291910VgnVCM1000001d4a900aRCRD,28022,CALLE BOLTAÑA 23,11:00,Biblioteca Pública Municipal Canillejas (San Blas-Canillejas),2024-09-27,2025-06-13,11:00:00.0,23:59:00.0
Taller de ajedrez (iniciación),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f03eb6d989d3910VgnVCM1000001d4a900aRCRD,28025,CALLE GENERAL RICARDOS 252,17:30,Biblioteca Pública Municipal La Chata (Carabanchel),2024-10-01,2025-06-10,17:30:00.0,23:59:00.0
Taller de Bancal lasaña en el Huerto Urbano Comunitario Kupina Morera,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7554114bbe725910VgnVCM2000001f4a900aRCRD,,,11:00,,2025-03-01,2025-03-01,11:00:00.0,23:59:00.0
Taller de Biodanza,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cf82ad50b7ad4910VgnVCM1000001d4a900aRCRD,28021,CALLE MARIA MARTINEZ OVIOL 12,17:30,Centro Sociocultural Santa Petronila (Villaverde),2025-02-03,2025-02-24,17:30:00.0,23:59:00.0
Taller de Capoeira,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=85fead50b7ad4910VgnVCM1000001d4a900aRCRD,28021,CALLE MARIA MARTINEZ OVIOL 12,19:30,Centro Sociocultural Santa Petronila (Villaverde),2025-02-03,2025-02-24,19:30:00.0,23:59:00.0
Taller de cine,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5202ddbf75b41910VgnVCM2000001f4a900aRCRD,28050,CALLE PRINCESA DE EBOLI 29,17:30,Biblioteca Pública Municipal María Lejárraga (Hortaleza),2024-10-15,2025-05-27,17:30:00.0,23:59:00.0
Taller de cine,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1d50ddbf75b41910VgnVCM2000001f4a900aRCRD,28017,CALLE NUESTRA SEÑORA DEL VILLAR 6,11:00,Biblioteca Pública Municipal La Elipa (Ciudad Lineal),2024-10-08,2025-05-27,11:00:00.0,23:59:00.0
Taller de collage surrealista en la Biblioteca Miguel Delibes,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=99568401d45d4910VgnVCM1000001d4a900aRCRD,28030,CALLE ARROYO BELINCOSO 11,17:30,Biblioteca Pública Municipal Miguel Delibes (Moratalaz),2025-03-20,2025-03-20,17:30:00.0,23:59:00.0
Taller de collage surrealista en la Biblioteca Vallecas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=83368401d45d4910VgnVCM1000001d4a900aRCRD,28053,CALLE PUERTO DEL MONASTERIO 1,17:30,Biblioteca Pública Municipal Vallecas (Puente de Vallecas),2025-02-28,2025-02-28,17:30:00.0,23:59:00.0
Taller de cómic (Infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fcd9ecedfd123910VgnVCM2000001f4a900aRCRD,28022,CALLE MARIA SEVILLA DIAGO 15,18:00,Biblioteca Pública Municipal José Hierro (San Blas-Canillejas),2024-11-25,2025-05-19,18:00:00.0,23:59:00.0
Taller de cómic (Infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad3087ffb3f64910VgnVCM1000001d4a900aRCRD,28030,CALLE ARROYO BELINCOSO 11,18:00,Biblioteca Pública Municipal Miguel Delibes (Moratalaz),2025-01-15,2025-05-21,18:00:00.0,23:59:00.0
Taller de cómic (Infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5c9ec45e58724910VgnVCM2000001f4a900aRCRD,28029,PLAZA DONOSO 5,17:30,Biblioteca Pública Municipal María Zambrano (Tetuán),2025-01-08,2025-06-04,17:30:00.0,23:59:00.0
Taller de cómic (Infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fbc06ac373051910VgnVCM2000001f4a900aRCRD,28053,AVENIDA GLORIETAS 19,17:30,Biblioteca Pública Municipal Pozo del Tío Raimundo (Puente de Vallecas),2024-09-30,2025-06-02,17:30:00.0,23:59:00.0
Taller de cómic (Infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b77d6ac373051910VgnVCM2000001f4a900aRCRD,28041,PLAZA PUEBLO 2,18:00,Biblioteca Pública Municipal Gabriel García Márquez (Usera),2024-09-24,2025-06-03,18:00:00.0,23:59:00.0
Taller de cómic (juvenil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb9a63238a0b3910VgnVCM1000001d4a900aRCRD,28005,CALLE SAN JUSTO 5,12:00,Biblioteca Pública Municipal Iván de Vargas (Centro),2024-10-05,2025-06-07,12:00:00.0,23:59:00.0
Taller de Creación de Telares,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5fda74c90efe4910VgnVCM2000001f4a900aRCRD,28021,ACCESO COLONIA MARCONI 4,10:00,Centro Sociocultural Marconi (Villaverde),2025-02-28,2025-04-04,10:00:00.0,23:59:00.0
Taller de creación literaria.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=38a2ddbf75b41910VgnVCM2000001f4a900aRCRD,28030,CALLE ARROYO BELINCOSO 11,18:30,Biblioteca Pública Municipal Miguel Delibes (Moratalaz),2024-10-01,2025-06-10,18:30:00.0,23:59:00.0
Taller de danza africana,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=200b2c84ecd15910VgnVCM2000001f4a900aRCRD,28022,AVENIDA SEPTIMA 11,11:00,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),2025-03-22,2025-03-22,11:00:00.0,23:59:00.0
Taller de Escritura Creativa para adultos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c1ce1a7939225910VgnVCM1000001d4a900aRCRD,28021,ACCESO COLONIA MARCONI 4,18:30,Centro Sociocultural Marconi (Villaverde),2025-03-06,2025-03-20,18:30:00.0,23:59:00.0
Taller de Escritura Creativa para Niños/as,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=739f1a7939225910VgnVCM1000001d4a900aRCRD,28021,ACCESO COLONIA MARCONI 4,17:00,Centro Sociocultural Marconi (Villaverde),2025-03-06,2025-03-20,17:00:00.0,23:59:00.0
Taller de Funko,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=124f253fbe9f4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,11:30,Matadero Madrid,2025-03-09,2025-03-09,11:30:00.0,23:59:00.0
Taller de Historia de Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b112bc9b3631910VgnVCM2000001f4a900aRCRD,28041,PLAZA PUEBLO 2,18:00,Biblioteca Pública Municipal Gabriel García Márquez (Usera),2024-10-02,2025-06-11,18:00:00.0,23:59:00.0
Taller de informática,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbc39f19627b4910VgnVCM2000001f4a900aRCRD,28015,CALLE ANDRES MELLADO 44,10:00,Espacio de Igualdad María Zambrano. Chamberí,2025-02-03,2025-02-24,10:00:00.0,23:59:00.0
Taller de iniciación a la ornitología en el Parque de El Retiro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eec1924d36704910VgnVCM2000001f4a900aRCRD,,,09:30,,2025-03-16,2025-03-16,09:30:00.0,23:59:00.0
Taller de iniciación a las sombras chinescas - Vicalvaro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fded727228cb4910VgnVCM1000001d4a900aRCRD,,,12:00,,2025-03-22,2025-03-22,12:00:00.0,23:59:00.0
Taller de juegos (infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3a1f32fa46a61910VgnVCM1000001d4a900aRCRD,28041,PLAZA PUEBLO 2,18:00,Biblioteca Pública Municipal Gabriel García Márquez (Usera),2024-10-17,2025-05-29,18:00:00.0,23:59:00.0
Taller de juegos (infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3bce32fa46a61910VgnVCM1000001d4a900aRCRD,28032,BULEVAR INDALECIO PRIETO 21,18:00,Biblioteca Pública Municipal Francisco Ayala (Vicálvaro),2024-10-02,2025-05-28,18:00:00.0,23:59:00.0
Taller de Manualidades (infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a4419b794a61910VgnVCM1000001d4a900aRCRD,28022,CALLE BOLTAÑA 23,18:00,Biblioteca Pública Municipal Canillejas (San Blas-Canillejas),2024-10-02,2025-05-28,18:00:00.0,23:59:00.0
Taller de Manualidades (infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=72bc87ffb3f64910VgnVCM1000001d4a900aRCRD,28030,CALLE ARROYO BELINCOSO 11,18:00,Biblioteca Pública Municipal Miguel Delibes (Moratalaz),2025-01-16,2025-05-08,18:00:00.0,23:59:00.0
Taller de Mindfulness,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=289c33d971394910VgnVCM1000001d4a900aRCRD,28021,CALLE DOCTOR MARTIN AREVALO 2,10:30,Centro Sociocultural Ágata (Villaverde),2025-02-05,2025-02-26,10:30:00.0,23:59:00.0
"Taller de Mindfulness y bienestar psicológico, con Javier García Campayo.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=778d10c987b72910VgnVCM1000001d4a900aRCRD,28009,PASEO FERNÁN NÚÑEZ 24,18:30,Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro),2025-03-07,2025-03-07,18:30:00.0,23:59:00.0
Taller de poda en el Huerto Urbano Comunitario Villarosa,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=db729cf356325910VgnVCM1000001d4a900aRCRD,,,17:00,,2025-02-28,2025-02-28,17:00:00.0,23:59:00.0
